,id,data_lancamento,preco_venda_unidade,padrao_unidade,qtd_unidades,incorporadora,municipio,lati,long
253,669,2024-03-01,254000,econômico,250,Cedro Empreendimentos,belo horizonte,-19.84021875729582,-44.01082680008614
254,682,2024-03-01,862500,médio padrão,148,Vila Realty,são paulo,-23.770625244484602,-46.85879306705729
255,710,2024-03-01,263500,econômico,187,Areia Habitar,rio de janeiro,-22.75283663844464,-43.623393622198684
256,712,2024-03-01,585000,médio padrão,67,Ipê Construtora,são paulo,-23.513836330664837,-46.46527270240993
257,720,2024-03-01,283000,econômico,143,Serra Desenvolvimento,rio de janeiro,-22.871109398649075,-43.4388896793609
258,725,2024-03-01,256000,econômico,231,Vila Realty,são paulo,-23.502737346022954,-46.48473549237468
259,737,2024-03-01,223500,econômico,219,Areia Realty,rio de janeiro,-22.93418128685895,-43.770780907937905
260,753,2024-03-01,729000,médio padrão,147,Rio Residencial,belo horizonte,-20.039070415807043,-43.98920550318868
261,784,2024-03-01,735000,médio padrão,96,Horizonte Novas Cidades,belo horizonte,-19.75485384993052,-43.967123817039315
262,786,2024-03-01,705500,médio padrão,63,Nuvem Empreendimentos,belo horizonte,-19.79239806385484,-44.0392535345093
263,789,2024-03-01,623000,médio padrão,111,Serra Urbanismo,rio de janeiro,-22.937214325037566,-43.64379000417314
264,795,2024-03-01,224500,econômico,159,Serra Urbanismo,rio de janeiro,-23.031061740414184,-43.58155254996424
265,799,2024-03-01,626000,médio padrão,118,Areia Habitar,são paulo,-23.456654378800135,-46.76759137556169
266,803,2024-03-01,258000,econômico,205,Serra Urbanismo,belo horizonte,-19.773423603767714,-43.971761387372176
267,812,2024-03-01,843000,médio padrão,121,Bosque Living,belo horizonte,-19.86321109777576,-44.02329154003179
268,818,2024-03-01,275000,econômico,275,Parque Novas Cidades,são paulo,-23.53471123245846,-46.64962330879187
269,826,2024-03-01,269000,econômico,259,Serra Desenvolvimento,belo horizonte,-20.02811159765196,-44.08170482735476
270,831,2024-03-01,297500,econômico,264,Serra Urbanismo,belo horizonte,-20.008387719052358,-44.02668162664789
271,854,2024-03-01,818000,médio padrão,76,Parque Novas Cidades,são paulo,-23.69290608056533,-46.4714929436961
272,917,2024-03-01,297500,econômico,197,Ipê Empreendimentos,belo horizonte,-19.832821816134075,-44.07809427214837
273,934,2024-03-01,618000,médio padrão,67,Jardim Urbanismo,rio de janeiro,-23.085289275498805,-43.60457301268089
274,949,2024-03-01,652000,médio padrão,99,Ponte Residencial,são paulo,-23.50033838472888,-46.624522198760275
275,955,2024-03-01,316500,econômico,192,Vale Urbanismo,são paulo,-23.429518527351213,-46.49088283379499
276,967,2024-03-01,307000,econômico,171,Aurora Habitar,belo horizonte,-20.015055815220038,-43.94593449125236
277,968,2024-03-01,255000,econômico,243,Aurora Novas Cidades,belo horizonte,-19.85849595647146,-44.06509930355344
278,973,2024-03-01,274000,econômico,258,Areia Desenvolvimento,são paulo,-23.747509338365116,-46.741877041161835
279,979,2024-03-01,767500,médio padrão,60,Verde Construtora,rio de janeiro,-22.938928423959915,-43.54072722701186
280,993,2024-03-01,339000,econômico,236,Arvoredo Living,belo horizonte,-19.77406677539132,-43.937278518419085
281,997,2024-03-01,887000,médio padrão,112,Parque Novas Cidades,são paulo,-23.679210451917424,-46.68574972299014
282,1032,2024-03-01,657500,médio padrão,163,Bosque Living,belo horizonte,-19.786761242277002,-43.906751151224654
283,1112,2024-03-01,855500,médio padrão,80,Lua Construtora,rio de janeiro,-23.081153773844317,-43.79903254165776
284,1117,2024-03-01,782000,médio padrão,109,Areia Desenvolvimento,são paulo,-23.502920883556136,-46.79143197415151
285,1125,2024-03-01,255500,econômico,257,Rio Residencial,são paulo,-23.584069983830176,-46.58442058911498
286,1131,2024-03-01,842000,médio padrão,179,Nuvem Empreendimentos,belo horizonte,-19.794622292147675,-44.023850912167994
287,1137,2024-03-01,839500,médio padrão,96,Vale Urbanismo,são paulo,-23.47693030950537,-46.79176044668722
288,1174,2024-03-01,743500,médio padrão,117,Aurora Novas Cidades,são paulo,-23.6562638233434,-46.35007653348566
289,1178,2024-03-01,243000,econômico,243,Rio Living,rio de janeiro,-22.92625796843907,-43.238436601691575
290,1179,2024-03-01,812500,médio padrão,151,Arvoredo Living,belo horizonte,-19.771317869238597,-43.891873144280794
291,1181,2024-03-01,782000,médio padrão,161,Rio Living,são paulo,-23.478725065713707,-46.81526043899279
292,1189,2024-03-01,788000,médio padrão,94,Aurora Novas Cidades,são paulo,-23.39547454285031,-46.49092309920364
293,6,2024-04-01,307000,econômico,282,Jardim Residencial,rio de janeiro,-23.054527473132588,-43.443221305330546
294,17,2024-04-01,757500,médio padrão,145,Jacarandá Desenvolvimento,rio de janeiro,-22.942723474249675,-43.595818828616125
295,36,2024-04-01,260000,econômico,207,Lua Construtora,rio de janeiro,-22.90568068518561,-43.324518666239186
296,42,2024-04-01,313000,econômico,243,Ipê Empreendimentos,belo horizonte,-19.96458397529862,-44.06159665120199
297,106,2024-04-01,280000,econômico,253,Cais Habitar,rio de janeiro,-22.750846986957978,-43.2743392424095
298,110,2024-04-01,743000,médio padrão,50,Verde Novas Cidades,rio de janeiro,-22.89323932204268,-43.30992059324288
299,119,2024-04-01,203000,econômico,137,Lua Construtora,rio de janeiro,-22.860859574819415,-43.628810343402435
300,121,2024-04-01,802500,médio padrão,147,Verde Desenvolvimento,são paulo,-23.78592241919426,-46.83915379284079
301,130,2024-04-01,240000,econômico,248,Nuvem Empreendimentos,rio de janeiro,-22.867732633668876,-43.17281611736804
302,141,2024-04-01,619500,médio padrão,143,Serra Desenvolvimento,belo horizonte,-19.976920976392417,-44.07526887372379
303,147,2024-04-01,323000,econômico,182,Lua Residencial,belo horizonte,-19.82946117174411,-44.02599178427249
304,160,2024-04-01,885000,médio padrão,105,Jardim Residencial,rio de janeiro,-22.890106625149404,-43.44541202043075
305,174,2024-04-01,887500,médio padrão,97,Cedro Empreendimentos,belo horizonte,-20.04774789016,-44.01596750786766
306,177,2024-04-01,279500,econômico,243,Vila Realty,são paulo,-23.678215531478113,-46.413333017271505
307,193,2024-04-01,237500,econômico,267,Horizonte Novas Cidades,belo horizonte,-19.84700428524711,-44.083480197270156
308,196,2024-04-01,247000,econômico,147,Jardim Urbanismo,rio de janeiro,-22.95204308800478,-43.66789627562019
309,198,2024-04-01,267500,econômico,209,Aurora Novas Cidades,são paulo,-23.3816500205862,-46.845092918552766
310,228,2024-04-01,352000,econômico,253,Arvoredo Living,belo horizonte,-19.895273297113587,-43.86595576708995
311,233,2024-04-01,709000,médio padrão,148,Parque Habitar,são paulo,-23.697109478802048,-46.50295127126803
312,256,2024-04-01,228000,econômico,221,Aurora Novas Cidades,belo horizonte,-19.81726267406887,-43.907037664192714
313,263,2024-04-01,288000,econômico,182,Parque Habitar,são paulo,-23.61907849082932,-46.77642078899977
314,270,2024-04-01,299000,econômico,123,Ipê Construtora,são paulo,-23.475173650494874,-46.39517700185585
315,273,2024-04-01,647500,médio padrão,154,Ventura Urbanismo,belo horizonte,-19.852455769482013,-43.89260114772858
316,287,2024-04-01,733500,médio padrão,82,Verde Construtora,rio de janeiro,-22.943606405155048,-43.4932236509657
317,294,2024-04-01,270500,econômico,225,Areia Habitar,são paulo,-23.696194393602465,-46.40181448089716
318,296,2024-04-01,268500,econômico,256,Ipê Urbanismo,são paulo,-23.35437486080826,-46.61027472275073
319,298,2024-04-01,341000,econômico,171,Cedro Construtora,são paulo,-23.39225193515567,-46.46085341034457
320,322,2024-04-01,623000,médio padrão,127,Jardim Desenvolvimento,belo horizonte,-19.975511725634412,-43.98586316925149
321,333,2024-04-01,235500,econômico,165,Ponte Residencial,são paulo,-23.54262221846146,-46.7823930482971
322,342,2024-04-01,630500,médio padrão,174,Serra Desenvolvimento,rio de janeiro,-22.830468248644397,-43.73004682100675
323,344,2024-04-01,303000,econômico,270,Areia Habitar,rio de janeiro,-23.007175290360603,-43.50544874092368
324,349,2024-04-01,1024500,médio padrão,133,Vale Novas Cidades,são paulo,-23.475531750399973,-46.86763330446716
325,357,2024-04-01,305000,econômico,259,Vale Urbanismo,são paulo,-23.772716166014767,-46.697116890594394
326,365,2024-04-01,718000,médio padrão,71,Arvoredo Living,belo horizonte,-19.95771145437276,-44.025218713958374
327,368,2024-04-01,581000,médio padrão,92,Lua Residencial,belo horizonte,-19.934594958201597,-44.0548234510583
328,378,2024-04-01,326000,econômico,220,Parque Novas Cidades,são paulo,-23.63572873890186,-46.817532187136266
329,401,2024-04-01,238000,econômico,211,Verde Desenvolvimento,são paulo,-23.69798560663838,-46.59826226737279
330,405,2024-04-01,289000,econômico,266,Aurora Novas Cidades,são paulo,-23.647127325627068,-46.76259565170465
331,449,2024-04-01,817500,médio padrão,146,Serra Desenvolvimento,rio de janeiro,-23.08108099093349,-43.0831045993583
332,460,2024-04-01,309500,econômico,163,Jardim Residencial,rio de janeiro,-23.0555994382134,-43.69008988011739
333,474,2024-04-01,790000,médio padrão,78,Cais Habitar,rio de janeiro,-22.871133099282627,-43.26749929408309
334,480,2024-04-01,808500,médio padrão,176,Arvoredo Living,belo horizonte,-19.966418184209964,-43.922763870244594
335,482,2024-04-01,291500,econômico,327,Arvoredo Living,belo horizonte,-19.869274911353976,-44.005502831700696
336,497,2024-04-01,302500,econômico,248,Rio Living,belo horizonte,-19.950624681906604,-43.98645524707443
337,501,2024-04-01,228500,econômico,262,Serra Living,são paulo,-23.41370448171707,-46.798914361579136
338,507,2024-04-01,256000,econômico,232,Areia Habitar,rio de janeiro,-23.071809268650412,-43.25474182052898
339,510,2024-04-01,820500,médio padrão,143,Lua Desenvolvimento,rio de janeiro,-22.95415356392114,-43.79728781641129
340,513,2024-04-01,778500,médio padrão,182,Vale Novas Cidades,são paulo,-23.737447714669482,-46.45569134966155
341,516,2024-04-01,712000,médio padrão,98,Arvoredo Living,são paulo,-23.665033792377447,-46.836840929062426
342,517,2024-04-01,792000,médio padrão,147,Ventura Urbanismo,belo horizonte,-19.75859229277435,-43.9617467484139
343,526,2024-04-01,675000,médio padrão,141,Jardim Desenvolvimento,belo horizonte,-20.031434356892326,-44.09362460900995
344,527,2024-04-01,746000,médio padrão,139,Jardim Residencial,rio de janeiro,-22.884176374011417,-43.58107919885606
345,535,2024-04-01,321500,econômico,145,Vale Urbanismo,são paulo,-23.65838503886329,-46.71832516282352
346,536,2024-04-01,267500,econômico,250,Nuvem Empreendimentos,belo horizonte,-20.039108297168656,-43.886209013378945
347,538,2024-04-01,396000,econômico,248,Bosque Living,belo horizonte,-19.882950275088767,-44.04933055303307
348,549,2024-04-01,659500,médio padrão,99,Areia Habitar,são paulo,-23.799553391177216,-46.88070007874246
349,554,2024-04-01,323000,econômico,136,Jacarandá Residencial,são paulo,-23.54665799107013,-46.51501043799776
350,563,2024-04-01,254500,econômico,232,Jardim Urbanismo,rio de janeiro,-22.993746071941967,-43.13340337936392
351,566,2024-04-01,674000,médio padrão,141,Aurora Novas Cidades,belo horizonte,-19.86319259669319,-43.97142016672133
352,569,2024-04-01,275000,econômico,233,Cedro Empreendimentos,belo horizonte,-19.80396857656489,-44.03583102696446
353,590,2024-04-01,733500,médio padrão,89,Parque Novas Cidades,são paulo,-23.409580960492065,-46.4828952478708
354,598,2024-04-01,304000,econômico,251,Jardim Urbanismo,rio de janeiro,-22.754138251404996,-43.55481040860583
355,605,2024-04-01,257000,econômico,172,Areia Desenvolvimento,são paulo,-23.719806914583792,-46.888920540676864
356,619,2024-04-01,258000,econômico,207,Rio Living,rio de janeiro,-22.91689121373947,-43.106535616137585
357,626,2024-04-01,281500,econômico,350,Verde Construtora,rio de janeiro,-23.06737362556639,-43.74521904392868
358,630,2024-04-01,248000,econômico,193,Ipê Urbanismo,são paulo,-23.644810388593616,-46.85030261781422
359,640,2024-04-01,819000,médio padrão,158,Horizonte Novas Cidades,rio de janeiro,-22.87181317888842,-43.30280886672593
360,644,2024-04-01,213000,econômico,178,Serra Desenvolvimento,belo horizonte,-19.84928877096291,-43.963208432263976
361,653,2024-04-01,310000,econômico,314,Ponte Residencial,são paulo,-23.388103062539518,-46.614780674206756
362,654,2024-04-01,760500,médio padrão,120,Verde Construtora,rio de janeiro,-22.831249918528165,-43.59909329844205
363,667,2024-04-01,305500,econômico,229,Areia Realty,rio de janeiro,-23.038748263198556,-43.72322831148719
364,670,2024-04-01,258500,econômico,184,Areia Realty,belo horizonte,-20.028649353235632,-43.85602635192967
365,671,2024-04-01,282000,econômico,275,Aurora Habitar,belo horizonte,-20.00415602078434,-44.045397166720115
366,678,2024-04-01,699000,médio padrão,116,Jardim Desenvolvimento,belo horizonte,-19.92312515708714,-43.89612431101864
367,686,2024-04-01,793000,médio padrão,168,Cedro Empreendimentos,belo horizonte,-19.769572854686267,-43.903035011991534
368,706,2024-04-01,268000,econômico,221,Ipê Urbanismo,são paulo,-23.389605558592834,-46.83970055982729
369,709,2024-04-01,862000,médio padrão,107,Parque Novas Cidades,são paulo,-23.652773113685843,-46.36685536121578
370,717,2024-04-01,294000,econômico,216,Jardim Residencial,são paulo,-23.745093280661724,-46.837155345460594
371,718,2024-04-01,258000,econômico,210,Cedro Empreendimentos,belo horizonte,-19.97642024706721,-44.07880631430694
372,738,2024-04-01,849000,médio padrão,157,Cais Habitar,rio de janeiro,-22.991499148830126,-43.452221563298586
373,742,2024-04-01,258500,econômico,237,Ponte Residencial,são paulo,-23.67343931490659,-46.536935301364885
374,772,2024-04-01,854000,médio padrão,76,Jardim Residencial,são paulo,-23.667981172243604,-46.76917477995876
375,774,2024-04-01,265500,econômico,229,Rio Living,rio de janeiro,-22.972786263094495,-43.68769934379992
376,783,2024-04-01,291500,econômico,90,Jardim Urbanismo,rio de janeiro,-22.84647396680502,-43.326248710815044
377,791,2024-04-01,288000,econômico,170,Serra Urbanismo,rio de janeiro,-22.77821107647129,-43.722675397436014
378,823,2024-04-01,298000,econômico,103,Parque Novas Cidades,são paulo,-23.526212464055234,-46.525114033414425
379,832,2024-04-01,234000,econômico,201,Aurora Habitar,belo horizonte,-19.8971830349152,-44.04963585943816
380,838,2024-04-01,784000,médio padrão,68,Serra Desenvolvimento,rio de janeiro,-23.06069981956992,-43.211278565033865
381,850,2024-04-01,265500,econômico,332,Cedro Construtora,são paulo,-23.431414521513677,-46.54546706309112
382,872,2024-04-01,789000,médio padrão,182,Aurora Novas Cidades,belo horizonte,-19.958122131718948,-44.09411797254418
383,947,2024-04-01,1009000,médio padrão,106,Arvoredo Living,belo horizonte,-19.964056845581805,-43.9447840731039
384,950,2024-04-01,319500,econômico,299,Aurora Novas Cidades,belo horizonte,-20.037182831025873,-44.00549622316591
385,959,2024-04-01,300500,econômico,244,Jardim Residencial,são paulo,-23.797480252511093,-46.47141078809209
386,971,2024-04-01,826500,médio padrão,126,Jardim Urbanismo,rio de janeiro,-22.96465312277074,-43.70114094718587
387,974,2024-04-01,804500,médio padrão,102,Ipê Empreendimentos,belo horizonte,-19.975927228561762,-43.86077784992095
388,1005,2024-04-01,297500,econômico,177,Rio Residencial,são paulo,-23.57085581961537,-46.64178075756508
389,1012,2024-04-01,274500,econômico,219,Vale Novas Cidades,são paulo,-23.668874422061823,-46.64544837599352
390,1037,2024-04-01,701000,médio padrão,87,Ipê Urbanismo,são paulo,-23.598090976633692,-46.80559936805413
391,1064,2024-04-01,911500,médio padrão,78,Verde Construtora,rio de janeiro,-22.927044412677258,-43.67490208963215
392,1068,2024-04-01,285000,econômico,124,Jacarandá Empreendimentos,belo horizonte,-19.80814975097319,-43.96432798890481
393,1072,2024-04-01,756500,médio padrão,149,Arvoredo Living,belo horizonte,-20.02555480595846,-43.90031781519288
394,1073,2024-04-01,313500,econômico,286,Ipê Construtora,são paulo,-23.390558729246877,-46.527161585963825
395,1100,2024-04-01,749000,médio padrão,77,Serra Desenvolvimento,belo horizonte,-19.977556574435386,-43.919232228129744
396,1101,2024-04-01,335000,econômico,200,Verde Novas Cidades,rio de janeiro,-22.902785676378134,-43.749113412822
397,1140,2024-04-01,310500,econômico,131,Jardim Desenvolvimento,belo horizonte,-20.029811845680655,-43.9993012268889
398,1141,2024-04-01,263500,econômico,197,Vila Realty,são paulo,-23.56301608003965,-46.75102528548756
399,1154,2024-04-01,641500,médio padrão,149,Vale Novas Cidades,são paulo,-23.386737545319768,-46.888425865748474
400,1158,2024-04-01,778500,médio padrão,126,Cedro Construtora,são paulo,-23.357247401300725,-46.5221199792105
401,1166,2024-04-01,856000,médio padrão,143,Verde Construtora,rio de janeiro,-22.91211005957925,-43.545139247967526
402,1171,2024-04-01,248500,econômico,265,Areia Realty,rio de janeiro,-22.950969105248948,-43.53710951632701
403,1187,2024-04-01,276500,econômico,222,Serra Urbanismo,rio de janeiro,-22.77926475635217,-43.38740471413652
404,1197,2024-04-01,801500,médio padrão,107,Cedro Construtora,são paulo,-23.360742949376835,-46.59706673401809
405,1199,2024-04-01,308500,econômico,257,Lua Desenvolvimento,rio de janeiro,-22.995301318131762,-43.55883066795991
406,3,2024-05-01,262500,econômico,240,Serra Living,são paulo,-23.771282234753123,-46.44480285540408
407,5,2024-05-01,308500,econômico,243,Serra Desenvolvimento,belo horizonte,-19.826571353227656,-43.858122566891446
408,8,2024-05-01,325000,econômico,232,Vale Novas Cidades,são paulo,-23.7100413088862,-46.895950751636946
409,12,2024-05-01,701500,médio padrão,87,Lua Residencial,belo horizonte,-19.9655848323934,-44.02660156055833
410,46,2024-05-01,253000,econômico,285,Cais Habitar,são paulo,-23.776617160090705,-46.391336972040065
411,61,2024-05-01,294000,econômico,293,Verde Desenvolvimento,são paulo,-23.477007893798362,-46.37684293699789
412,76,2024-05-01,218500,econômico,158,Ipê Construtora,belo horizonte,-20.039182049716793,-43.995399988960784
413,84,2024-05-01,290500,econômico,263,Verde Novas Cidades,belo horizonte,-19.892473509109823,-44.05906217393543
414,93,2024-05-01,287500,econômico,184,Areia Desenvolvimento,são paulo,-23.598306702284408,-46.73085571016857
415,108,2024-05-01,262000,econômico,229,Jacarandá Empreendimentos,belo horizonte,-19.94701226128633,-43.99490455712368
416,132,2024-05-01,914500,médio padrão,158,Nuvem Empreendimentos,belo horizonte,-19.822473328844573,-43.854145731001765
417,148,2024-05-01,297000,econômico,211,Vale Novas Cidades,são paulo,-23.706933912618688,-46.38215362879404
418,150,2024-05-01,271000,econômico,274,Parque Novas Cidades,são paulo,-23.41689940776901,-46.41898367307944
419,153,2024-05-01,904000,médio padrão,177,Jacarandá Desenvolvimento,são paulo,-23.72639040503045,-46.59507089637804
420,157,2024-05-01,999000,médio padrão,119,Verde Desenvolvimento,são paulo,-23.44286407726193,-46.7834249639057
421,159,2024-05-01,283000,econômico,214,Ventura Urbanismo,rio de janeiro,-22.96247541295042,-43.108610662383754
422,170,2024-05-01,861000,médio padrão,86,Jacarandá Empreendimentos,belo horizonte,-19.8866354793876,-43.97754393597688
423,182,2024-05-01,347500,econômico,205,Verde Desenvolvimento,são paulo,-23.578934149123885,-46.408832939255035
424,206,2024-05-01,276000,econômico,274,Lua Residencial,belo horizonte,-19.933270986543377,-44.046365256859964
425,220,2024-05-01,830000,médio padrão,94,Vale Urbanismo,são paulo,-23.66420580998638,-46.40335596562662
426,221,2024-05-01,687500,médio padrão,132,Vila Realty,são paulo,-23.424381551052882,-46.81433328096398
427,242,2024-05-01,297500,econômico,238,Ipê Construtora,belo horizonte,-19.83755273384721,-44.056204858036
428,243,2024-05-01,305500,econômico,229,Ipê Construtora,são paulo,-23.66125005822122,-46.82999809091903
429,246,2024-05-01,292000,econômico,329,Ipê Urbanismo,são paulo,-23.677238051434376,-46.82801031803223
430,307,2024-05-01,810000,médio padrão,50,Aurora Habitar,belo horizonte,-19.85679717956504,-43.947398972706424
431,323,2024-05-01,804000,médio padrão,111,Jacarandá Desenvolvimento,são paulo,-23.532917983401013,-46.8879927345948
432,339,2024-05-01,260500,econômico,242,Jacarandá Residencial,são paulo,-23.78865777379323,-46.78883713491394
433,364,2024-05-01,720000,médio padrão,83,Lua Residencial,rio de janeiro,-22.789189934620357,-43.22684223781491
434,369,2024-05-01,315500,econômico,208,Nuvem Empreendimentos,belo horizonte,-19.90111337715123,-43.870188604445694
435,393,2024-05-01,241000,econômico,281,Aurora Habitar,belo horizonte,-19.871963118223007,-43.95215934756207
436,394,2024-05-01,209000,econômico,117,Nuvem Empreendimentos,rio de janeiro,-22.918086219106456,-43.523825710313716
437,413,2024-05-01,814000,médio padrão,113,Cais Habitar,são paulo,-23.744015325073065,-46.73753506290958
438,419,2024-05-01,376000,econômico,255,Verde Novas Cidades,rio de janeiro,-22.926202285998485,-43.134178743214584
439,434,2024-05-01,241500,econômico,196,Parque Novas Cidades,são paulo,-23.738501505649527,-46.68359860930642
440,456,2024-05-01,314500,econômico,184,Vila Realty,são paulo,-23.613316597513226,-46.831878715378885
441,457,2024-05-01,262500,econômico,225,Vale Novas Cidades,são paulo,-23.520343717074127,-46.648245647342456
442,462,2024-05-01,311500,econômico,214,Vila Realty,são paulo,-23.38094050218424,-46.81792474935786
443,464,2024-05-01,751500,médio padrão,98,Vila Realty,são paulo,-23.49691882837364,-46.64906398093677
444,483,2024-05-01,235500,econômico,297,Jardim Residencial,belo horizonte,-19.838170425282172,-43.945553515902866
445,493,2024-05-01,308000,econômico,178,Cais Habitar,belo horizonte,-19.932917157468296,-44.03557822718175
446,496,2024-05-01,912000,médio padrão,115,Ipê Urbanismo,são paulo,-23.728228117707616,-46.52966943092893
447,502,2024-05-01,248000,econômico,277,Vale Novas Cidades,são paulo,-23.716237560653095,-46.717537878147425
448,506,2024-05-01,894000,médio padrão,117,Parque Habitar,são paulo,-23.571744620097633,-46.38464174951805
449,515,2024-05-01,291500,econômico,250,Aurora Novas Cidades,belo horizonte,-19.964540592866832,-44.011198919101
450,518,2024-05-01,307000,econômico,165,Ipê Urbanismo,são paulo,-23.75435422711551,-46.73018833132335
451,520,2024-05-01,263500,econômico,224,Vale Novas Cidades,são paulo,-23.371806013082374,-46.822901141788165
452,522,2024-05-01,309000,econômico,201,Cais Habitar,rio de janeiro,-23.088236510784814,-43.59327371168747
453,552,2024-05-01,231000,econômico,176,Serra Living,são paulo,-23.598793502390276,-46.59621698736762
454,557,2024-05-01,813500,médio padrão,162,Rio Residencial,são paulo,-23.79971096333506,-46.54531978692717
455,575,2024-05-01,289500,econômico,305,Jacarandá Desenvolvimento,rio de janeiro,-22.856913523049766,-43.52587252633398
456,576,2024-05-01,245000,econômico,271,Ipê Urbanismo,são paulo,-23.675119996254693,-46.651996603060844
457,601,2024-05-01,864500,médio padrão,117,Jardim Residencial,belo horizonte,-19.76145009784229,-44.078756311718564
458,609,2024-05-01,236000,econômico,178,Lua Desenvolvimento,rio de janeiro,-22.88147321420897,-43.44306567400685
459,617,2024-05-01,358000,econômico,192,Jardim Residencial,rio de janeiro,-22.953494856055915,-43.261891810522
460,623,2024-05-01,302000,econômico,232,Cais Habitar,são paulo,-23.70197321865238,-46.42323686567237
461,624,2024-05-01,733000,médio padrão,170,Lua Construtora,são paulo,-23.558523207911747,-46.44424368364015
462,634,2024-05-01,316000,econômico,132,Areia Desenvolvimento,são paulo,-23.354301019483607,-46.352054215383475
463,652,2024-05-01,773500,médio padrão,136,Vale Novas Cidades,são paulo,-23.54812471940004,-46.73178951777309
464,656,2024-05-01,760500,médio padrão,140,Nuvem Empreendimentos,belo horizonte,-19.906217985311127,-43.90039195229997
465,661,2024-05-01,270000,econômico,185,Jardim Desenvolvimento,belo horizonte,-19.89286528918904,-44.02994247280072
466,676,2024-05-01,273000,econômico,239,Rio Living,são paulo,-23.419218311794758,-46.861142106325886
467,681,2024-05-01,292500,econômico,241,Vila Realty,são paulo,-23.729676710297316,-46.39961355024781
468,705,2024-05-01,250000,econômico,304,Aurora Habitar,belo horizonte,-19.97911296954491,-44.02590312780175
469,713,2024-05-01,310500,econômico,181,Rio Living,são paulo,-23.670225983463624,-46.60650903633307
470,746,2024-05-01,282500,econômico,245,Jardim Residencial,rio de janeiro,-22.757872905554873,-43.46672537802132
471,748,2024-05-01,868000,médio padrão,150,Jacarandá Desenvolvimento,são paulo,-23.394468361338127,-46.58818894713375
472,752,2024-05-01,704000,médio padrão,118,Ventura Urbanismo,belo horizonte,-19.8584980108571,-44.04764179086844
473,754,2024-05-01,250500,econômico,237,Nuvem Empreendimentos,belo horizonte,-19.940767491327406,-43.97936563718863
474,766,2024-05-01,264000,econômico,250,Lua Desenvolvimento,rio de janeiro,-22.824614297902546,-43.118270245837586
475,792,2024-05-01,682000,médio padrão,78,Jardim Residencial,são paulo,-23.699405154622347,-46.807385693245045
476,806,2024-05-01,721500,médio padrão,96,Aurora Habitar,belo horizonte,-19.9249896929296,-44.087105113898886
477,811,2024-05-01,291000,econômico,188,Vale Novas Cidades,são paulo,-23.747483338744512,-46.390484601209494
478,837,2024-05-01,920500,médio padrão,143,Verde Construtora,rio de janeiro,-23.03777486234673,-43.25145456616879
479,845,2024-05-01,276000,econômico,168,Jacarandá Residencial,são paulo,-23.60300423482052,-46.71090645349338
480,862,2024-05-01,298500,econômico,202,Areia Desenvolvimento,são paulo,-23.470747247439498,-46.84948359115598
481,878,2024-05-01,801500,médio padrão,128,Vale Novas Cidades,são paulo,-23.526994668133913,-46.69683537706411
482,881,2024-05-01,287000,econômico,217,Ipê Urbanismo,são paulo,-23.663760313789457,-46.716914556022274
483,893,2024-05-01,748500,médio padrão,140,Jardim Desenvolvimento,belo horizonte,-19.923617931834542,-44.05505707305127
484,916,2024-05-01,884000,médio padrão,119,Parque Incorp,rio de janeiro,-23.015019674414155,-43.404733463030716
485,924,2024-05-01,261500,econômico,165,Ipê Urbanismo,são paulo,-23.475586814464595,-46.80430684251172
486,945,2024-05-01,321500,econômico,197,Areia Habitar,rio de janeiro,-22.9494207157789,-43.3192017276636
487,982,2024-05-01,730000,médio padrão,146,Verde Novas Cidades,rio de janeiro,-22.848189487783788,-43.60309558826325
488,988,2024-05-01,322500,econômico,235,Lua Desenvolvimento,belo horizonte,-19.897075248004427,-44.0716421221585
489,1004,2024-05-01,918000,médio padrão,55,Cedro Empreendimentos,belo horizonte,-19.994713881329535,-43.88836510051916
490,1041,2024-05-01,835000,médio padrão,119,Ipê Construtora,belo horizonte,-19.981080542016162,-43.98687290035137
491,1044,2024-05-01,326000,econômico,224,Parque Habitar,são paulo,-23.363989382414974,-46.37207405337652
492,1045,2024-05-01,343000,econômico,212,Jardim Desenvolvimento,belo horizonte,-19.906294462805825,-44.03567380875216
493,1062,2024-05-01,332500,econômico,253,Serra Urbanismo,belo horizonte,-19.78228686881303,-43.89546262289617
494,1071,2024-05-01,311000,econômico,112,Verde Novas Cidades,são paulo,-23.488635335978913,-46.89074562464315
495,1088,2024-05-01,766000,médio padrão,110,Vale Novas Cidades,são paulo,-23.64838291853405,-46.771645565706386
496,1093,2024-05-01,714000,médio padrão,79,Jardim Urbanismo,rio de janeiro,-22.95104250113704,-43.60175458179372
497,1096,2024-05-01,281500,econômico,144,Jacarandá Residencial,são paulo,-23.58505660553174,-46.450593432316985
498,1104,2024-05-01,251500,econômico,304,Rio Living,belo horizonte,-19.96353748406292,-43.962490636822224
499,1118,2024-05-01,241000,econômico,279,Aurora Habitar,belo horizonte,-19.935424334824496,-44.018552114725615
500,1123,2024-05-01,710000,médio padrão,68,Verde Desenvolvimento,são paulo,-23.352940439373835,-46.83643165650548
501,1128,2024-05-01,242500,econômico,264,Areia Desenvolvimento,são paulo,-23.733699429804005,-46.373144091977196
502,1134,2024-05-01,1012500,médio padrão,158,Cedro Empreendimentos,belo horizonte,-19.82085914430093,-43.917925283664836
503,1136,2024-05-01,752000,médio padrão,104,Aurora Novas Cidades,belo horizonte,-19.87409445147553,-43.987676234278375
